,statement,label,debunking_link
20,Ukrainians don't learn something useful from NATO instruction,fake_news,https://www.veridica.ro/stiri-false/fake-news-ucrainenii-nu-invata-ceva-util-din-instructia-nato
21,"NATO specialists from Romania and the Netherlands, killed in Ukraine",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-specialisti-nato-din-romania-si-olanda-ucisi-in-ucraina
22,EU leaders rejecting a future expansion of the community block,disinformation,https://www.veridica.ro/dezinformare/dezinformare-liderii-ue-nu-admit-viitoarea-extindere-a-blocului-comunitar
23,A group of researchers created an artificial man,fake_news,https://www.veridica.ro/stiri-false/fake-news-un-grup-de-cercetatori-a-creat-un-om-artificial
24,Ukraine glorifies the killers of 1.5 million Jews,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-ii-glorifica-pe-ucigasii-a-15-milioane-de-evrei
25,The world occult requires online censorship in the EU,fake_news,https://www.veridica.ro/stiri-false/fake-news-oculta-mondiala-impune-cenzura-online-in-ue
26,Ukrainians in Poland will be extradited and sent to the front,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucrainenii-din-polonia-vor-fi-extradati-si-trimisi-pe-front
27,Maia Sandu closes schools because the West wants cheap work,fake_news,https://www.veridica.ro/stiri-false/fake-news-maia-sandu-inchide-scoli-pentru-ca-occidentul-vrea-mana-de-lucru-ieftina
28,The Chisinau government has linked its fate to Ukraine,fake_news,https://www.veridica.ro/stiri-false/fake-news-guvernarea-de-la-chisinau-si-a-legat-soarta-de-ucraina
29,Judge convicted of opposing the sanitary dictatorship,fake_news,https://www.veridica.ro/stiri-false/fake-news-judecator-condamnat-pentru-ca-s-a-opus-dictaturii-sanitare
30,Ukraine wants to massacre the Russians from Crimea,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-vrea-sa-masacreze-rusii-din-crimeea
31,Today's emigration from Moldova is similar to Stalinist deportations,disinformation,https://www.veridica.ro/dezinformare/dezinformare-emigrarea-de-azi-din-moldova-este-similara-deportarilor-staliniste
32,"Deaths caused by myocarditis, related to anti-Covid19 vaccine",fake_news,https://www.veridica.ro/stiri-false/fake-news-decesele-cauzate-de-miocardita-legate-de-vaccinul-anti-covid19
33,NATO troops in Romania threaten peace,fake_news,https://www.veridica.ro/stiri-false/fake-news-trupele-nato-din-romania-ameninta-pacea
34,"Forced by the West to give up CSI, Chisinau destroys its economy",fake_news,https://www.veridica.ro/stiri-false/fake-news-fortat-de-occident-sa-renunte-la-csi-chisinaul-isi-distruge-economia
35,China's development endangers Western civilization,disinformation,https://www.veridica.ro/dezinformare/dezinformare-dezvoltarea-chinei-pune-in-pericol-civilizatia-occidentala
36,Poland wants to attack Russia and occupy western Ukraine,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-polonia-vrea-sa-atace-rusia-si-sa-ocupe-vestul-ucrainei
37,Moldova is waiting for the dictatorship with the blessing of the West,fake_news,https://www.veridica.ro/stiri-false/fake-news-moldova-se-ndreapta-spre-dictatura-cu-binecuvantarea-occidentului
38,Ukrainians are waiting for salvation from Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucrainenii-asteapta-salvarea-de-la-rusia
39,Russia saves Ukrainians from self -destruction,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-rusia-ii-salveaza-pe-ucraineni-de-la-autodistrugere
40,The new OMS protocols aim to sexually mutilate children,fake_news,https://www.veridica.ro/stiri-false/fake-news-noile-protocoale-ale-oms-au-ca-scop-mutilarea-sexuala-a-copiilor
41,Ukrainians want a president like Vladimir Putin,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucrainenii-isi-doresc-un-presedinte-ca-vladimir-putin
42,"Maia Sandu closed 200 schools, chasing young people from Moldova",fake_news,https://www.veridica.ro/stiri-false/fake-news-maia-sandu-a-inchis-200-de-scoli-alungand-tinerii-din-r-moldova
43,The EU allows Ukraine to break the rights of Russians,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ue-ii-permite-ucrainei-sa-incalce-drepturile-rusofonilor
44,"Extreme, normal temperatures in Romania this season",fake_news,https://www.veridica.ro/stiri-false/fake-news-temperaturile-extreme-normale-in-romania-in-acest-sezon
45,Ukrainians are sentenced to prison for discussing with their relatives in Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucrainenii-sunt-condamnati-la-puscarie-pentru-ca-discuta-cu-rudele-lor-din-rusia
46,Interpol will be looking for Ukrainians who have fled to mobilization,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-interpol-ii-va-da-in-cautare-pe-ucrainenii-care-au-fugit-de-mobilizare
47,"In order to join the EU, the Republic of Moldova must send soldiers to the Ukraine war",fake_news,https://www.veridica.ro/stiri-false/fake-news-pentru-a-adera-la-ue-republica-moldova-trebuie-sa-trimita-soldati-in-razboiul-din-ucraina
48,The West invites Russia to reconnect to the International Payment System,fake_news,https://www.veridica.ro/stiri-false/fake-news-occidentul-invita-rusia-sa-se-reconecteze-la-sistemul-plati-international
49,"Ukraine will be attached to Poland, to be part of NATO and EU",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-va-fi-alipita-poloniei-pentru-a-face-parte-din-nato-si-ue
50,Oculture World is preparing a perpetual pandemic,fake_news,https://www.veridica.ro/stiri-false/fake-news-oculta-mondiala-pregateste-o-pandemie-perpetua
51,"Attack at Chisinau Airport, a consequence of CSI Distance",fake_news,https://www.veridica.ro/stiri-false/fake-news-atacul-de-pe-aeroportul-chisinau-o-consecinta-a-distantarii-de-csi
52,"Russia's peace plan, increasingly sustained in the EU",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-planul-de-pace-al-rusiei-tot-mai-sustinut-in-ue
53,The trips of the Romans will be followed by CNAIR,fake_news,https://www.veridica.ro/stiri-false/fake-news-deplasarile-romanilor-vor-fi-urmarite-de-cnair
54,Maia Sandu established a dictatorial regime similar to that of Plahotniuc,fake_news,https://www.veridica.ro/stiri-false/fake-news-maia-sandu-a-instaurat-un-regim-dictatorial-similar-cu-cel-al-lui-plahotniuc
55,Ukrainians no longer take place in cemeteries for the dead military,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucrainenii-nu-mai-au-loc-in-cimitire-pentru-militarii-morti
56,Ukrainians want Russian citizenship to defend their EU children,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucrainenii-vor-cetatenia-rusa-ca-sa-si-apere-copiii-de-ue
57,Moldova becomes a bridgehead for military actions against Russia,fake_news,https://www.veridica.ro/stiri-false/fake-news-moldova-devine-cap-de-pod-pentru-actiuni-militare-impotriva-rusiei
58,UN accused Ukraine of torturing civilians,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-onu-a-acuzat-ucraina-de-torturarea-civililor
59,In Moldova we want the amendment of Russian speakers,fake_news,https://www.veridica.ro/stiri-false/fake-news-in-moldova-se-vrea-amendarea-vorbitorilor-de-rusa
60,Removing the SOR Party Apart from the Law to Usurpare Power in the State,disinformation,https://www.veridica.ro/dezinformare/dezinformare-scoaterea-partidului-sor-in-afara-legii-e-uzurpare-a-puterii-in-stat
61,Azov Sea is a great internal of Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-marea-azov-e-o-mare-interna-a-rusiei
62,We will no longer be able to buy food without digital passport,fake_news,https://www.veridica.ro/stiri-false/fake-news-nu-vom-mai-putea-cumpara-hrana-fara-pasaport-digital
63,Romanians understood that they should not support Ukraine,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-romanii-au-inteles-ca-nu-trebuie-sa-sprijine-ucraina
64,Fear of artificial intelligence will intensify dictatorship,fake_news,https://www.veridica.ro/stiri-false/fake-news-teama-de-inteligenta-artificiala-va-intensifica-dictatura
65,In Ukraine there is a civil war for the restoration of big Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-in-ucraina-are-loc-un-razboi-civil-pentru-refacerea-rusiei-mari
66,The West forces Moldova to follow the path of Ukraine,fake_news,https://www.veridica.ro/stiri-false/fake-news-occidentul-forteaza-moldova-sa-urmeze-calea-ucrainei
67,"Universal income, one more step toward the enslavement of mankind",fake_news,https://www.veridica.ro/stiri-false/fake-news-venitul-universal-inca-un-pas-spre-inrobirea-omenirii
68,"CPE summit, organized to create an anti-Russian coalition",fake_news,https://www.veridica.ro/stiri-false/fake-news-summitul-cpe-organizat-pentru-crearea-unei-coalitii-anti-ruse
69,Moral principles prevent Russia from completing the war,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-principiile-morale-impiedica-rusia-sa-incheie-razboiul
70,In the Republic of Moldova there is no Russian propaganda,disinformation,https://www.veridica.ro/dezinformare/dezinformare-in-republica-moldova-nu-exista-propaganda-rusa
71,Andrzej Duda says Russia will win the war,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-andrzej-duda-spune-ca-rusia-va-castiga-razboiul
72,The separation of Romanian children from families has begun,fake_news,https://www.veridica.ro/stiri-false/fake-news-a-inceput-separarea-copiilor-romani-de-familii
73,The EU wants to push Moldova to a confrontation with Russia,fake_news,https://www.veridica.ro/stiri-false/fake-news-ue-vrea-sa-impinga-moldova-spre-o-confruntare-cu-rusia
74,NATO supports Ukraine to cause a world war,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-nato-sprijina-ucraina-pentru-a-cauza-un-razboi-mondial
75,Ukraine is a Soviet invention,disinformation,https://www.veridica.ro/dezinformare/dezinformare-ucraina-este-o-inventie-sovietica
76,Russia is not involved in the internal affairs of Moldova,disinformation,https://www.veridica.ro/dezinformare/dezinformare-rusia-nu-se-implica-in-afacerile-interne-ale-moldovei
77,Romania is invaded by Asians,fake_news,https://www.veridica.ro/stiri-false/fake-news-romania-este-invadata-de-asiatici
78,The West believes that Ukraine will lose,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-occidentul-crede-ca-ucraina-va-pierde
79,Moldova leaves the CIS at the West indication,disinformation,https://www.veridica.ro/dezinformare/dezinformare-moldova-iese-din-csi-la-indicatia-occidentului
80,The War of Ukraine is in Zelenski's interest,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-razboiul-din-ucraina-este-in-interesul-lui-zelenski
81,Russia is supported by 85% of the planet's population,fake_news,https://www.veridica.ro/stiri-false/fake-news-rusia-este-sustinuta-de-85-din-populatia-planetei
82,Ukrainian children are sold in the West,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-copiii-ucraineni-sunt-vanduti-in-occident
83,Kiev and Chisinaul agreed to liquidate Transnistria,fake_news,https://www.veridica.ro/stiri-false/fake-news-kievul-si-chisinau-au-cazut-de-acord-sa-lichideze-transnistria
84,The government wants to sell Romania and take the children of the Romanians,disinformation,https://www.veridica.ro/dezinformare/dezinformare-guvernarea-vrea-sa-vanda-romania-si-sa-ia-copiii-romanilor
85,"""Special military operation"" saves Russia from the aggression of the West",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-operatiunea-militara-speciala-salveaza-rusia-de-agresiunea-occidentului
86,Ukraine is a terrorist state and must be punished by Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-este-un-stat-terorist-si-trebuie-pedepsit-de-rusia
87,Moldova accepts the attack of Transnistria for Ukraine to take Russian ammunition from there,fake_news,https://www.veridica.ro/stiri-false/fake-news-moldova-accepta-atacarea-transnistriei-pentru-ca-ucraina-sa-ia-munitia-rusa-de-acolo
88,Romanism is a form of aggression against Russia,disinformation,https://www.veridica.ro/dezinformare/dezinformare-romanismul-e-o-forma-de-agresiune-impotriva-rusiei
89,The West will order Poland to attack Belarus and occupy Lvul,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-occidentul-va-ordona-poloniei-sa-atace-belarusul-si-sa-ocupe-liovul
90,Approaching the EU throws Moldova into poverty,fake_news,https://www.veridica.ro/stiri-false/fake-news-apropierea-de-ue-arunca-moldova-in-saracie
91,Romania supports Medvedev's proposal to share Ukraine,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-romania-sustine-propunerea-lui-medvedev-de-impartire-a-ucrainei
92,"In 2023, Romania will lose Transylvania",disinformation,https://www.veridica.ro/dezinformare/dezinformare-transilvania-va-fi-alipita-ungariei
93,Ukraine is a Pseudo Nazi State pushed to West War,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-este-un-pseudo-stat-nazist-impins-la-razboi-de-occident
94,"If he wants in the EU, Moldova must adhere to NATO",fake_news,https://www.veridica.ro/stiri-false/fake-news-daca-vrea-in-ue-moldova-trebuie-sa-adere-la-nato
95,Putin warned Ukraine 23 years ago that NATO will cause a war,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-putin-a-avertizat-ucraina-acum-23-de-ani-ca-nato-va-provoca-un-razboi
96,Ukraine attacked Romania with me,fake_news,https://www.veridica.ro/stiri-false/fake-news-ucraina-a-atacat-romania-cu-mine
97,War forced US to move biological weapons from Ukraine,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-razboiul-a-fortat-sua-sa-mute-armele-biologice-din-ucraina
98,The Republic of Moldova is preparing one million reservists to attack Transnistria,fake_news,https://www.veridica.ro/stiri-false/fake-news-republica-moldova-pregateste-un-milion-de-rezervisti-pentru-a-ataca-transnistria
99,US allowed Ukraine to bombard Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-sua-i-au-permis-ucrainei-sa-bombardeze-rusia
100,The future Polish-Ukrainian state will dismantle Romania,fake_news,https://www.veridica.ro/stiri-false/fake-news-viitorul-stat-polono-ucrainean-negociaza-va-dezmembra-romania
101,"The US will send 200 thousand Ukrainian military-sugargias, subordinated directly to the Pentagon",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-sua-vor-trimite-in-ofensiva-200-de-mii-de-militari-sinucigasi-ucraineni-subordonati-direct-pentagonului
102,Romanians will be limited to freedom of movement,fake_news,https://www.veridica.ro/stiri-false/fake-news-romanilor-li-se-va-limita-libertatea-de-miscare
103,Ukraine will continue to assassinate Russians based on an online published list,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-va-continua-sa-asasineze-rusi-in-baza-unei-liste-publicate-online
104,The Chisinau government stole a billion euros from the financial aid offered by the EU,fake_news,https://www.veridica.ro/stiri-false/fake-news-guvernarea-de-la-chisinau-a-furat-un-miliard-de-euro-din-ajutorul-financiar-oferit-de-ue
105,Germany support Ukraine to forget the horrors of Nazism,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-germania-sprijina-ucraina-pentru-a-face-uitate-ororile-nazismului
106,Zelenski has ties with the Nazis,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-zelenski-are-legaturi-cu-nazistii
107,Green energy promoted by the West to obtain mineral resources,fake_news,https://www.veridica.ro/stiri-false/fake-news-energia-verde-promovata-de-occident-pentru-a-obtine-resurse-minerale
108,Chisinaul promotes antirusa hysteria,disinformation,https://www.veridica.ro/dezinformare/dezinformare-chisinaul-promoveaza-isteria-antirusa
109,Czechs give Ukraine weapons to bomb the civilians,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-cehii-ii-dau-ucrainei-arme-ca-sa-bombardeze-civili
110,USA runs Romania and bears war against Russia,fake_news,https://www.veridica.ro/stiri-false/fake-news-sua-conduce-romania-si-poarta-razboi-impotriva-rusiei
111,"Russia and China will be peace in Ukraine, while the West feeds the war",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-rusia-si-china-vor-pace-in-ucraina-in-timp-ce-occidentul-alimenteaza-razboiul
112,Western diplomats are preparing the entry of Moldova into the war,fake_news,https://www.veridica.ro/stiri-false/fake-news-diplomati-occidentali-pregatesc-intrarea-moldovei-in-razboi
113,Increases the number of Moldovans that give Right to Russia in the Ukraine War,disinformation,https://www.veridica.ro/dezinformare/dezinformare-creste-numarul-moldovenilor-care-ii-dau-dreptate-rusiei-in-razboiul-din-ucraina
114,Ukraine blocks the creation of a protection zone at the Zaporojie nuclear power plant and wants to cause a nuclear accident.,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-blocheaza-creare-unei-zone-de-protectie-la-centrala-nucleara-zaporojie-si-vrea-sa-provoace-un-accident-nuclear
115,The children in Romania will no longer know what sex they have and which species belong to them,fake_news,https://www.veridica.ro/stiri-false/fake-news-copiii-din-romania-nu-vor-mai-sti-ce-sex-au-si-carei-specii-ii-apartin
116,The Ukrainian Orthodox Church is persecuted by Kiev as during the communist period,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-biserica-ortodoxa-ucraineana-este-persecutata-de-kiev-ca-in-perioada-comunista
117,Ukraine nuclear power plant specialists will be sent to the front,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-specialistii-centralelor-nucleare-din-ucraina-vor-fi-trimisi-pe-front
118,Romania is preparing to enter the war,fake_news,https://www.veridica.ro/stiri-false/fake-news-romania-se-pregateste-sa-intre-in-razboi
119,Zelenski asked NATO member states to send troops to Ukraine,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-zelenski-le-a-solicitat-statelor-membre-nato-sa-trimita-trupe-in-ucraina
120,The government in Chisinau wants to eliminate the Moldovan language because it prepares the Union with Romania,disinformation,https://www.veridica.ro/dezinformare/dezinformare-guvernarea-de-la-chisinau-vrea-sa-elimine-limba-moldoveneasca-pentru-ca-pregateste-unirea
121,The students in Romania are obliged to watch films that do propaganda for suicide and homosexuality,fake_news,https://www.veridica.ro/stiri-false/fake-news-elevii-din-romania-sunt-obligati-sa-urmareasca-filme-care-fac-propaganda-pentru-sinucidere-si-homosexualitate
122,"Russia must mobilize to overcome NATO in the new ""war for defense""",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-rusia-trebuie-sa-se-mobilizeze-pentru-a-invinge-nato-in-noul-razboi-pentru-apararea-patriei
123,"Romania massages troops at the border with Moldova and in Chisinau, even if it denies this",disinformation,https://www.veridica.ro/dezinformare/dezinformare-romania-maseaza-trupe-la-granita-cu-moldova-si-in-chisinau-chiar-daca-neaga-acest-lucru
124,Chisinau government prohibits Russian press at the West indication,fake_news,https://www.veridica.ro/stiri-false/dezinformare-guvernarea-de-la-chisinau-interzice-presa-rusa-la-indicatia-occidentului
125,"""Special military operation"" saved Russia from the NATO invasion and Ukrainian Nazism",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-operatiunea-militara-speciala-a-salvat-rusia-de-invazia-nato-si-nazismul-ucrainean
126,"Ukraine is preparing to attack Transnistria, and an army of NATO tanks on the territory of Romania, to reach Crimea",fake_news,https://www.veridica.ro/stiri-false/fake-news-ucraina-se-pregateste-sa-atace-transnistria-iar-o-armada-de-tancuri-nato-de-pe-teritoriul-romaniei-sa-ajunga-in-crimeea
127,"In the future, people will have to pay in order to breathe",fake_news,https://www.veridica.ro/stiri-false/fake-news-in-viitor-oamenii-vor-fi-nevoiti-sa-plateasca-pentru-a-putea-respira
128,Ukraine will organize a Russian genocide,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-va-organiza-un-genocid-al-rusilor
129,Zelenski acknowledged that simple Ukrainians have no reason to fight against Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-zelenski-a-recunoscut-ca-ucrainenii-simpli-n-au-niciun-motiv-sa-lupte-impotriva-rusiei
130,The EU sent the military to Ukraine before 2022 to weaken Russia,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ue-a-trimis-militari-in-ucraina-inainte-de-2022-pentru-a-slabi-rusia
131,Maia Sandu dismissed Natalia Gavrilita to purify the opposition and strengthen her authoritarian and anti-Russian regime,fake_news,https://www.veridica.ro/stiri-false/fake-news-maia-sandu-a-demis-o-pe-natalia-gavrilita-ca-sa-epureze-opozitia-si-sa-isi-consolideze-regimul-autoritar-si-anti-rus
132,"Romanians will regain the country's wealth if they are isolated from the West, like Japan",disinformation,https://www.veridica.ro/dezinformare/dezinformare-romanii-vor-recastiga-avutia-tarii-daca-se-izoleaza-de-occident-ca-japonia
133,"The EU does not let Romania help Syria, strongly affected by the earthquake of February 6",disinformation,https://www.veridica.ro/dezinformare/dezinformare-ue-nu-lasa-romania-sa-ajute-siria-puternic-afectata-de-cutremurul-din-6-februarie
134,Ukraine recruits volunteers for Nazi brigades,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-ucraina-recruteaza-voluntari-pentru-brigazi-naziste
135,"Abandoned by their own government, Ukrainian refugees are also poorly treated by the Republic of Moldova",disinformation,https://www.veridica.ro/dezinformare/dezinformare-abandonati-de-propriul-guvern-refugiatii-ucraineni-sunt-prost-tratati-si-de-republica-moldova
136,Russian military actions in Herson region are an example of human behavior,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-actiunile-militarilor-rusi-in-regiunea-herson-sunt-un-exemplu-de-comportament-uman
137,Occult global wants digital coins to ensure humanity,fake_news,https://www.veridica.ro/stiri-false/fake-news-oculta-globala-vrea-monede-digitale-pentru-a-inrobi-omenirea
138,NATO prepares the territory of the Republic of Moldova as a future war theater,fake_news,https://www.veridica.ro/stiri-false/fake-news-nato-pregateste-teritoriul-republicii-moldova-ca-viitor-teatru-de-razboi
139,Zelenski acknowledged that Western tanks will not change the situation on the front,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-zelenski-a-recunoscut-ca-tancurile-occidentale-nu-vor-schimba-situatia-de-pe-front
140,Western occult forces will take the children of Romanians families,fake_news,https://www.veridica.ro/stiri-false/fake-news-forte-oculte-occidentale-le-vor-lua-copiii-familiilor-de-romani
141,The West forces Russia to expand its military operations in Ukraine,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-occidentul-forteaza-rusia-sa-isi-extinda-operatiunile-militare-din-ucraina
142,The Romanian Orthodox Church wants to take parishes in Ukraine and the Republic of Moldova to prepare the annexation of some territories by Romania.Chisinau supports the approach,fake_news,https://www.veridica.ro/stiri-false/fake-news-biserica-ortodoxa-romana-vrea-sa-preia-parohii-din-ucraina-si-republica-moldova-pentru-a-pregati-anexarea-unor-teritorii-de-catre-romania-chisinaul-sprijina-demersul
143,Former prosecutor general of Ukraine is morally preparing Ukrainians for a war in war,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-fostul-procuror-general-al-ucrainei-ii-pregateste-moral-pe-ucraineni-pentru-o-infrangere-in-razboi
144,Volodimir Zelenski wants world nuclear war,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-volodimir-zelenski-vrea-razboi-nuclear-mondial
145,The West and Romania will enter the war on Ukraine,fake_news,https://www.veridica.ro/stiri-false/fake-news-occidentul-si-romania-vor-intra-in-razboi-de-partea-ucrainei
146,The mothers and wives of the Ukrainian military killed in fights protest against the war,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-mamele-si-sotiile-militarilor-ucraineni-ucisi-in-lupte-protesteaza-fata-de-razboi
147,Chisina's military intentions cause concerns in Bucharest,disinformation,https://www.veridica.ro/dezinformare/dezinformare-intentiile-militariste-ale-chisinaului-provoaca-ingrijorari-la-bucuresti
148,"The products in the European Union will contain flour from crickets, which is allergen and leads to anaphylactic shock",fake_news,https://www.veridica.ro/stiri-false/fake-news-produsele-din-uniunea-europeana-vor-contine-faina-din-greieri-care-este-alergena-si-duce-la-soc-anafilactic
149,"Due to Ukraine, EU states will enter the recession and without Russian energy will not resist",war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-din-cauza-ucrainei-statele-ue-vor-intra-in-recesiune-iar-fara-energie-ruseasca-nu-vor-rezista
150,NATO provides Ukraine only outdated armament,war_propaganda,https://www.veridica.ro/stiri-false/propaganda-de-razboi-nato-furnizeaza-ucrainei-doar-armament-invechit
151,Brussels gave its turn for the annexation of the Republic of Moldova by Romania,fake_news,https://www.veridica.ro/stiri-false/fake-news-bruxelles-ul-si-a-dat-girul-pentru-anexarea-republicii-moldova-de-romania
